filepath,label,group
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01.avi,0,04
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02.avi,0,04
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03.avi,0,04
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04.avi,0,04
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi,0,04
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06.avi,0,04
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07.avi,0,04
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01.avi,0,05
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02.avi,0,05
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03.avi,0,05
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi,0,05
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c05.avi,0,05
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c06.avi,0,05
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c07.avi,0,05
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c01.avi,0,06
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c02.avi,0,06
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c03.avi,0,06
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c04.avi,0,06
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c05.avi,0,06
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c06.avi,0,06
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c07.avi,0,06
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c01.avi,0,07
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c02.avi,0,07
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c03.avi,0,07
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c04.avi,0,07
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c05.avi,0,07
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c06.avi,0,07
ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c07.avi,0,07
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi,0,08
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi,0,08
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi,0,08
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi,0,08
ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi,0,08
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi,0,10
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi,0,10
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi,0,10
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi,0,10
ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi,0,10
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi,0,11
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi,0,11
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi,0,11
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi,0,11
ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi,0,11
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi,0,13
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi,0,13
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi,0,13
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi,0,13
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi,0,13
ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi,0,13
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi,0,14
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi,0,14
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi,0,14
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi,0,14
ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi,0,14
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi,0,15
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi,0,15
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi,0,15
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi,0,15
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi,0,15
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi,0,15
ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi,0,15
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi,0,16
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi,0,16
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi,0,16
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi,0,16
ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi,0,16
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi,0,18
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi,0,18
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi,0,18
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi,0,18
ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05.avi,0,18
ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01.avi,0,19
ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02.avi,0,19
ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03.avi,0,19
ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04.avi,0,19
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01.avi,0,21
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02.avi,0,21
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03.avi,0,21
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c04.avi,0,21
ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c05.avi,0,21
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01.avi,0,23
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02.avi,0,23
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03.avi,0,23
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04.avi,0,23
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05.avi,0,23
ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c06.avi,0,23
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c01.avi,0,25
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c02.avi,0,25
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c03.avi,0,25
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c04.avi,0,25
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c05.avi,0,25
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c06.avi,0,25
ApplyEyeMakeup/v_ApplyEyeMakeup_g25_c07.avi,0,25
BrushingTeeth/v_BrushingTeeth_g04_c01.avi,1,04
BrushingTeeth/v_BrushingTeeth_g04_c02.avi,1,04
BrushingTeeth/v_BrushingTeeth_g04_c03.avi,1,04
BrushingTeeth/v_BrushingTeeth_g04_c04.avi,1,04
BrushingTeeth/v_BrushingTeeth_g05_c01.avi,1,05
BrushingTeeth/v_BrushingTeeth_g05_c02.avi,1,05
BrushingTeeth/v_BrushingTeeth_g05_c03.avi,1,05
BrushingTeeth/v_BrushingTeeth_g05_c04.avi,1,05
BrushingTeeth/v_BrushingTeeth_g05_c05.avi,1,05
BrushingTeeth/v_BrushingTeeth_g06_c01.avi,1,06
BrushingTeeth/v_BrushingTeeth_g06_c02.avi,1,06
BrushingTeeth/v_BrushingTeeth_g06_c03.avi,1,06
BrushingTeeth/v_BrushingTeeth_g06_c04.avi,1,06
BrushingTeeth/v_BrushingTeeth_g06_c05.avi,1,06
BrushingTeeth/v_BrushingTeeth_g07_c01.avi,1,07
BrushingTeeth/v_BrushingTeeth_g07_c02.avi,1,07
BrushingTeeth/v_BrushingTeeth_g07_c03.avi,1,07
BrushingTeeth/v_BrushingTeeth_g07_c04.avi,1,07
BrushingTeeth/v_BrushingTeeth_g07_c05.avi,1,07
BrushingTeeth/v_BrushingTeeth_g07_c06.avi,1,07
BrushingTeeth/v_BrushingTeeth_g08_c01.avi,1,08
BrushingTeeth/v_BrushingTeeth_g08_c02.avi,1,08
BrushingTeeth/v_BrushingTeeth_g08_c03.avi,1,08
BrushingTeeth/v_BrushingTeeth_g08_c04.avi,1,08
BrushingTeeth/v_BrushingTeeth_g08_c05.avi,1,08
BrushingTeeth/v_BrushingTeeth_g08_c06.avi,1,08
BrushingTeeth/v_BrushingTeeth_g10_c01.avi,1,10
BrushingTeeth/v_BrushingTeeth_g10_c02.avi,1,10
BrushingTeeth/v_BrushingTeeth_g10_c03.avi,1,10
BrushingTeeth/v_BrushingTeeth_g10_c04.avi,1,10
BrushingTeeth/v_BrushingTeeth_g10_c05.avi,1,10
BrushingTeeth/v_BrushingTeeth_g11_c01.avi,1,11
BrushingTeeth/v_BrushingTeeth_g11_c02.avi,1,11
BrushingTeeth/v_BrushingTeeth_g11_c03.avi,1,11
BrushingTeeth/v_BrushingTeeth_g11_c04.avi,1,11
BrushingTeeth/v_BrushingTeeth_g13_c01.avi,1,13
BrushingTeeth/v_BrushingTeeth_g13_c02.avi,1,13
BrushingTeeth/v_BrushingTeeth_g13_c03.avi,1,13
BrushingTeeth/v_BrushingTeeth_g13_c04.avi,1,13
BrushingTeeth/v_BrushingTeeth_g14_c01.avi,1,14
BrushingTeeth/v_BrushingTeeth_g14_c02.avi,1,14
BrushingTeeth/v_BrushingTeeth_g14_c03.avi,1,14
BrushingTeeth/v_BrushingTeeth_g14_c04.avi,1,14
BrushingTeeth/v_BrushingTeeth_g14_c05.avi,1,14
BrushingTeeth/v_BrushingTeeth_g15_c01.avi,1,15
BrushingTeeth/v_BrushingTeeth_g15_c02.avi,1,15
BrushingTeeth/v_BrushingTeeth_g15_c03.avi,1,15
BrushingTeeth/v_BrushingTeeth_g15_c04.avi,1,15
BrushingTeeth/v_BrushingTeeth_g16_c01.avi,1,16
BrushingTeeth/v_BrushingTeeth_g16_c02.avi,1,16
BrushingTeeth/v_BrushingTeeth_g16_c03.avi,1,16
BrushingTeeth/v_BrushingTeeth_g16_c04.avi,1,16
BrushingTeeth/v_BrushingTeeth_g18_c01.avi,1,18
BrushingTeeth/v_BrushingTeeth_g18_c02.avi,1,18
BrushingTeeth/v_BrushingTeeth_g18_c03.avi,1,18
BrushingTeeth/v_BrushingTeeth_g18_c04.avi,1,18
BrushingTeeth/v_BrushingTeeth_g18_c05.avi,1,18
BrushingTeeth/v_BrushingTeeth_g18_c06.avi,1,18
BrushingTeeth/v_BrushingTeeth_g18_c07.avi,1,18
BrushingTeeth/v_BrushingTeeth_g19_c01.avi,1,19
BrushingTeeth/v_BrushingTeeth_g19_c02.avi,1,19
BrushingTeeth/v_BrushingTeeth_g19_c03.avi,1,19
BrushingTeeth/v_BrushingTeeth_g19_c04.avi,1,19
BrushingTeeth/v_BrushingTeeth_g19_c05.avi,1,19
BrushingTeeth/v_BrushingTeeth_g21_c01.avi,1,21
BrushingTeeth/v_BrushingTeeth_g21_c02.avi,1,21
BrushingTeeth/v_BrushingTeeth_g21_c03.avi,1,21
BrushingTeeth/v_BrushingTeeth_g21_c04.avi,1,21
BrushingTeeth/v_BrushingTeeth_g23_c01.avi,1,23
BrushingTeeth/v_BrushingTeeth_g23_c02.avi,1,23
BrushingTeeth/v_BrushingTeeth_g23_c03.avi,1,23
BrushingTeeth/v_BrushingTeeth_g23_c04.avi,1,23
BrushingTeeth/v_BrushingTeeth_g23_c05.avi,1,23
BrushingTeeth/v_BrushingTeeth_g23_c06.avi,1,23
BrushingTeeth/v_BrushingTeeth_g25_c01.avi,1,25
BrushingTeeth/v_BrushingTeeth_g25_c02.avi,1,25
BrushingTeeth/v_BrushingTeeth_g25_c03.avi,1,25
BrushingTeeth/v_BrushingTeeth_g25_c04.avi,1,25
BrushingTeeth/v_BrushingTeeth_g25_c05.avi,1,25
BrushingTeeth/v_BrushingTeeth_g25_c06.avi,1,25
BrushingTeeth/v_BrushingTeeth_g25_c07.avi,1,25
CuttingInKitchen/v_CuttingInKitchen_g04_c01.avi,2,04
CuttingInKitchen/v_CuttingInKitchen_g04_c02.avi,2,04
CuttingInKitchen/v_CuttingInKitchen_g04_c03.avi,2,04
CuttingInKitchen/v_CuttingInKitchen_g04_c04.avi,2,04
CuttingInKitchen/v_CuttingInKitchen_g04_c05.avi,2,04
CuttingInKitchen/v_CuttingInKitchen_g05_c01.avi,2,05
CuttingInKitchen/v_CuttingInKitchen_g05_c02.avi,2,05
CuttingInKitchen/v_CuttingInKitchen_g05_c03.avi,2,05
CuttingInKitchen/v_CuttingInKitchen_g05_c04.avi,2,05
CuttingInKitchen/v_CuttingInKitchen_g05_c05.avi,2,05
CuttingInKitchen/v_CuttingInKitchen_g05_c06.avi,2,05
CuttingInKitchen/v_CuttingInKitchen_g06_c01.avi,2,06
CuttingInKitchen/v_CuttingInKitchen_g06_c02.avi,2,06
CuttingInKitchen/v_CuttingInKitchen_g06_c03.avi,2,06
CuttingInKitchen/v_CuttingInKitchen_g06_c04.avi,2,06
CuttingInKitchen/v_CuttingInKitchen_g06_c05.avi,2,06
CuttingInKitchen/v_CuttingInKitchen_g07_c01.avi,2,07
CuttingInKitchen/v_CuttingInKitchen_g07_c02.avi,2,07
CuttingInKitchen/v_CuttingInKitchen_g07_c03.avi,2,07
CuttingInKitchen/v_CuttingInKitchen_g07_c04.avi,2,07
CuttingInKitchen/v_CuttingInKitchen_g08_c01.avi,2,08
CuttingInKitchen/v_CuttingInKitchen_g08_c02.avi,2,08
CuttingInKitchen/v_CuttingInKitchen_g08_c03.avi,2,08
CuttingInKitchen/v_CuttingInKitchen_g08_c04.avi,2,08
CuttingInKitchen/v_CuttingInKitchen_g10_c01.avi,2,10
CuttingInKitchen/v_CuttingInKitchen_g10_c02.avi,2,10
CuttingInKitchen/v_CuttingInKitchen_g10_c03.avi,2,10
CuttingInKitchen/v_CuttingInKitchen_g10_c04.avi,2,10
CuttingInKitchen/v_CuttingInKitchen_g10_c05.avi,2,10
CuttingInKitchen/v_CuttingInKitchen_g10_c06.avi,2,10
CuttingInKitchen/v_CuttingInKitchen_g10_c07.avi,2,10
CuttingInKitchen/v_CuttingInKitchen_g11_c01.avi,2,11
CuttingInKitchen/v_CuttingInKitchen_g11_c02.avi,2,11
CuttingInKitchen/v_CuttingInKitchen_g11_c03.avi,2,11
CuttingInKitchen/v_CuttingInKitchen_g11_c04.avi,2,11
CuttingInKitchen/v_CuttingInKitchen_g13_c01.avi,2,13
CuttingInKitchen/v_CuttingInKitchen_g13_c02.avi,2,13
CuttingInKitchen/v_CuttingInKitchen_g13_c03.avi,2,13
CuttingInKitchen/v_CuttingInKitchen_g13_c04.avi,2,13
CuttingInKitchen/v_CuttingInKitchen_g14_c01.avi,2,14
CuttingInKitchen/v_CuttingInKitchen_g14_c02.avi,2,14
CuttingInKitchen/v_CuttingInKitchen_g14_c03.avi,2,14
CuttingInKitchen/v_CuttingInKitchen_g14_c04.avi,2,14
CuttingInKitchen/v_CuttingInKitchen_g15_c01.avi,2,15
CuttingInKitchen/v_CuttingInKitchen_g15_c02.avi,2,15
CuttingInKitchen/v_CuttingInKitchen_g15_c03.avi,2,15
CuttingInKitchen/v_CuttingInKitchen_g15_c04.avi,2,15
CuttingInKitchen/v_CuttingInKitchen_g16_c01.avi,2,16
CuttingInKitchen/v_CuttingInKitchen_g16_c02.avi,2,16
CuttingInKitchen/v_CuttingInKitchen_g16_c03.avi,2,16
CuttingInKitchen/v_CuttingInKitchen_g16_c04.avi,2,16
CuttingInKitchen/v_CuttingInKitchen_g18_c01.avi,2,18
CuttingInKitchen/v_CuttingInKitchen_g18_c02.avi,2,18
CuttingInKitchen/v_CuttingInKitchen_g18_c03.avi,2,18
CuttingInKitchen/v_CuttingInKitchen_g18_c04.avi,2,18
CuttingInKitchen/v_CuttingInKitchen_g19_c01.avi,2,19
CuttingInKitchen/v_CuttingInKitchen_g19_c02.avi,2,19
CuttingInKitchen/v_CuttingInKitchen_g19_c03.avi,2,19
CuttingInKitchen/v_CuttingInKitchen_g19_c04.avi,2,19
CuttingInKitchen/v_CuttingInKitchen_g21_c01.avi,2,21
CuttingInKitchen/v_CuttingInKitchen_g21_c02.avi,2,21
CuttingInKitchen/v_CuttingInKitchen_g21_c03.avi,2,21
CuttingInKitchen/v_CuttingInKitchen_g21_c04.avi,2,21
CuttingInKitchen/v_CuttingInKitchen_g23_c01.avi,2,23
CuttingInKitchen/v_CuttingInKitchen_g23_c02.avi,2,23
CuttingInKitchen/v_CuttingInKitchen_g23_c03.avi,2,23
CuttingInKitchen/v_CuttingInKitchen_g23_c04.avi,2,23
CuttingInKitchen/v_CuttingInKitchen_g25_c01.avi,2,25
CuttingInKitchen/v_CuttingInKitchen_g25_c02.avi,2,25
CuttingInKitchen/v_CuttingInKitchen_g25_c03.avi,2,25
CuttingInKitchen/v_CuttingInKitchen_g25_c04.avi,2,25
CuttingInKitchen/v_CuttingInKitchen_g25_c05.avi,2,25
CuttingInKitchen/v_CuttingInKitchen_g25_c06.avi,2,25
BodyWeightSquats/v_BodyWeightSquats_g04_c01.avi,3,04
BodyWeightSquats/v_BodyWeightSquats_g04_c02.avi,3,04
BodyWeightSquats/v_BodyWeightSquats_g04_c03.avi,3,04
BodyWeightSquats/v_BodyWeightSquats_g04_c04.avi,3,04
BodyWeightSquats/v_BodyWeightSquats_g05_c01.avi,3,05
BodyWeightSquats/v_BodyWeightSquats_g05_c02.avi,3,05
BodyWeightSquats/v_BodyWeightSquats_g05_c03.avi,3,05
BodyWeightSquats/v_BodyWeightSquats_g05_c04.avi,3,05
BodyWeightSquats/v_BodyWeightSquats_g06_c01.avi,3,06
BodyWeightSquats/v_BodyWeightSquats_g06_c02.avi,3,06
